MG062

节点表
label: 1  2  3  4  5  6  7  8  9  10  11  12  13  14  15  16  17  18  19  20  21  22  23  24  25  26  27  28  29  30  31  32  33  34  35  36  37  38  39  40  41  42  43  44  45  46  47  48  49  50  51  52  53  54  55  56  57  58  59  60  61  62  63  64  65  66  67  68  69  70  71  72  73  74  75  76  77  78  79  80  81  82  83  84  85  86  87  88  89  90  91  92  93  94  95  96  97  98  99  100  101  102  103  104  105  106  107  108  109  110  111  112  113  114  115  116  117  118  119  120  121  122  123  124  125  126  127  128  129  130  131  132  133  134  135  136  137  138  139  140  141  142  143  144  145  146  147  148  149  150  151  152  153  154  155  156  157  158  159  160  161  162  163  164  165  166  167  168  169  170  171  172  173  174  175  176  177  178  179  180  181  182  183  184  185  186  187  188
type:  0  0  0  0  0  0  0  0  0  0    0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1

属性表
1,17,000
1,13,01
1,16,01
1,7,001
1,8,001
1,9,001
1,10,001
2,14,01
2,23,000
2,15,01
2,9,001
2,10,001
2,11,001
2,12,001
3,13,001
3,9,001
4,14,001
4,9,001
5,16,001
5,10,001
6,10,001
6,15,001
13,17,000
15,24,000
17,18,01
19,21,000
20,22,000
21,22,01
23,24,01
25,27,000
26,28,000
27,28,01
29,38,000
30,37,000
31,41,000
32,42,000
33,46,000
34,45,000
35,43,000
36,44,000
39,40,000
41,42,000
43,44,000
47,48,000
49,50,00010
49,22,0010
49,22,001
50,31,0011
50,51,0000
51,52,00010
52,53,00011
52,22,001
53,54,00010
53,22,001
54,55,00011
55,56,00010
56,57,0000
57,58,00010
58,59,0001
59,60,0000
60,61,00011
61,62,00010
62,63,0000
63,64,00010
64,65,00011
65,66,0000
67,22,001
67,68,0000
68,21,001
69,21,001
69,70,00011
69,16,0011
70,19,0010
70,21,001
71,21,001
71,8,0001
72,7,0001
72,29,001
66,29,001
73,29,001
73,74,00011
74,38,0010
74,38,001
75,38,001
75,76,00010
76,38,001
77,38,001
77,78,0000
78,79,00010
79,39,0010
79,80,00011
80,81,0000
81,18,0011
81,82,00010
82,29,0010
82,29,001
83,12,0001
83,34,001
84,34,001
84,34,0010
84,85,00010
85,23,0011
85,86,0000
86,87,00011
87,48,0010
87,88,00010
88,89,0000
89,45,001
90,45,001
90,91,00010
91,45,001
92,45,001
92,45,0010
92,93,00011
93,34,001
94,34,001
94,95,0000
95,96,00011
96,97,00010
97,98,0000
98,99,00010
99,100,00011
100,101,0000
101,102,00011
102,103,00010
103,104,0000
104,105,00010
105,106,00011
106,107,00010
107,27,001
108,27,001`
108,27,0010
108,109,00010
109,36,0011
109,110,0000
110,111,00010
111,27,001
112,27,001
112,113,0000
113,28,001
114,28,001
114,26,0010
114,115,00010
115,14,0011
115,28,001
116,28,001
116,11,0001
117,3,0001
117,30,001
118,30,001
118,30,0010
118,119,00010
119,17,0011
119,120,0000
120,121,00011
121,40,0010
121,122,00010
122,123,0000
123,37,001
124,37,001
124,125,00010
125,37,001
126,37,001
126,37,0010
126,127,00011
127,30,001
128,30,001
128,129,0000
129,130,00011
130,131,00010
131,132,0000
132,133,00010
133,134,00011
134,135,0000
135,136,00011
136,137,00010
137,138,0000
138,139,00010
139,140,00011
140,141,00010
141,28,001
142,28,001
142,28,0010
142,143,00010
143,35,0011
143,144,0000
144,145,00010
145,28,001
146,28,001
146,147,0000
147,27,001
148,27,001
148,2,0011
148,149,00010
149,25,0010
149,27,001
150,27,001
150,4,0001
151,5,0001
151,22,001
152,22,001
152,20,0010
152,153,00010
153,1,0011
153,22,001
154,22,001
154,155,0000
155,21,001
156,21,001
156,157,00011
157,158,00010
158,159,0000
159,32,0011
159,160,00010
160,21,0010
160,21,001
161,21,001
161,162,00010
162,163,00011
163,164,00010
164,165,0000
165,166,00010
166,167,00011
167,168,0000
168,169,00011
169,170,00010
170,171,0000
171,172,00010
172,173,00011
173,174,0000
174,33,001
175,33,001
175,46,001
175,46,0010
176,46,001
176,177,00010
177,46,001
178,46,001
178,179,0000
179,180,00010
180,47,0010
180,181,00011
181,182,0000
182,24,0011
182,183,00010
183,33,0010
183,33,001
184,33,001
184,6,0001

