MG045

节点表
label: 1  2  3  4  5  6  7  8  9  10  11  12  13  14  15  16  17  18  19  20  21  22  23  24  25  26  27  28  29  30  31  32  33  34  35  36  37  38  39  40  41  42  43  44  45  46  47  48  49  50  51  52  53  54  55
type:  0  0  0  0  0  0  0  0  0  0    0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0

属性表
1,2,000
1,3,000
2,4,000
3,4,000
2,15,01
3,29,01
4,6,001
4,7,001
4,8,001
4,9,001
4,11,001
4,12,001
4,31,01
4,17,01
5,6,000
5,7,000
6,8,0001
7,9,0001
8,11,001
8,10,0001
9,10,0001
9,12,001
10,11,001
10,12,001
11,13,000
12,13,000
11,39,01
12,25,01
13,41,01
13,27,01
14,15,000
14,16,000
15,17,000
16,44,01
16,18,000
17,22,001
17,20,001
17,25,000
18,26,000
18,21,001
18,23,001
18,49,01
19,20,000
19,21,000
20,22,0001
21,23,0001
22,24,0001
22,25,001
23,26,001
23,24,0001
24,25,001
24,26,001
25,27,000
26,27,000
26,53,01
27,54,01
28,29,000
28,30,000
29,31,000
30,43,01
30,32,000
31,39,000
31,35,001
31,36,001
32,34,001
32,37,001
32,48,01
32,40,000
32,35,000
33,34,000
34,37,0001
35,36,0001
36,39,001
36,38,0001
37,38,0001
37,40,001
38,39,001
38,40,001
39,41,000
40,41,000
41,54,01
42,43,000
42,44,000
43,48,000
44,49,000
45,46,000
45,47,000
46,48,001
46,50,0001
47,49,001
47,51,0001
48,50,001
48,52,000
49,53,000
49,51,001
50,52,001
50,55,0001
51,53,001
51,55,0001
