MG065

节点表
label: 1  2  3  4  5  6  7  8  9  10  11  12  13  14  15  16  17  18  19  20  21  22  23  24  25  26  27  28  29  30  31  32  33  34  35  36  37  38  39  40  41  42  43  44  45  46  47  48  49  50  51  52  53  54  55  56  57  58  59  60  61  62  63  64  65  66  67  68  69  70  71  72  73  74  75  76  77  78  79  80  81  82  83  84  85  86  87  88  89  90  91  92  93  94  95  96  97  98  99  100  101  102  103  104  105  106  107  108  109  110  111  112  113  114  115  116  117  118  119  120  121  122  123  124  125  126  127  128  129  130  131  132  133  134  135  136  137  138  139  140  141  142  143  144  145  146  147  148  149  150  151  152  153  154  155  156  157  158  159  160  161  162  163  164  165  166  167  168  169  170  171  172  173  174  175  176  177  178  179  180  181  182  183  184  185  186  187  188  189  190  191  192  193  194  195  196  197  198  199  200  201  202  203  204  205  206  207  208  209  210  211  212  213  214 215 216 217 218 219 220 221 222 223 224 225 226 227 228 229 230 231 232 233 234 235 236 237 238 239 240 241 242 243 244 245 246 247 248 249 250 251 252 253 254 255 256 257 258 259
type:  0  0  0  0  0  0  0  0  0  0    0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1     1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1

属性表
1,3,01
1,4,01
1,5,0000
1,6,0000
2,3,01
2,4,01
2,7,0000
2,8,0000
3,6,0000
3,7,0000
4,5,0000
4,8,0000
9,10,000
9,11,000
12,11,000
12,10,000
13,14,0000
13,15,0000
14,15,000
18,19,0000
18,20,0000
19,20,000
23,24,0000
23,25,0000
24,25,000
28,29,0000
28,30,0000
30,29,000
33,17,0001
33,34,00011
34,35,00010
35,36,00000
36,37,00000
37,38,00011
38,39,00010
39,40,00000
40,41,00000
41,42,00010
42,43,00011
43,16,0001
44,45,00001
45,44,00001
46,16,0000
46,47,00000
47,48,00001
48,49,00000
49,31,0000
50,31,0001
50,51,00011
51,52,00010
52,53,00000
53,54,00000
54,55,00011
55,56,00010
56,57,00000
57,58,00000
58,59,00010
59,60,00011
60,32,0001
61,62,00001
62,61,00001
63,32,0000
63,64,00000
64,65,00001
65,66,00000
66,27,0000
67,27,0001
67,68,00011
68,69,00010
69,70,00000
70,71,00000
71,72,00011
72,73,00010
73,74,00000
74,75,00000
75,76,00010
76,77,00011
77,26,0001
78,79,00001
79,78,00001
80,26,0000
80,81,00000
81,82,00001
82,83,00000
83,22,0000
84,22,0001
84,85,00011
85,86,00010
86,87,00000
87,88,00000
88,89,00011
89,90,00010
90,91,00000
91,92,00000
92,93,00010
93,94,00011
95,21,0001
96,97,00001
97,96,00001
98,21,0000
98,99,00000
99,100,00001
100,101,00000
101,17,0000
102,103,00000
103,104,00000
104,105,00000
105,106,00000
106,107,00000
107,108,00000
108,109,00000
109,110,00000
110,111,00000
111,112,00000
112,113,00000
113,114,00000
114,115,00000
115,116,00000
116,117,00000
117,102,00000
118,119,00000
119,120,00001
120,121,00010
121,122,00000
122,123,00000
123,124,00000
124,125,000
125,126,00000
126,127,00000
127,128,00010
128,129,00001
129,130,00000
131,132,00000
132,133,00001
133,134,00010
134,135,00000
135,136,00000
136,137,00000
137,138,00000
138,139,00000
139,140,00000
140,141,00010
141,142,00001
142,143,00000
144,145,00000
145,146,00001
146,147,00010
147,148,00000
148,149,00000
149,150,00000
150,151,00000
151,152,00000
152,153,00000
153,154,00010
154,155,00001
155,156,00000
157,158,00000
158,159,00001
159,160,00010
160,161,00000
161,162,00000
162,163,00000
163,164,00000
164,165,00000
165,166,00000
166,167,00010
167,168,00001
168,169,00000
170,118,001
169,170,001
170,171,000
170,172,000
173,171,001
173,172,001
174,171,000
174,172,000
175,130,001
175,131,001
175,176,000
175,177,000
178,176,001
178,177,001
179,176,000
179,177,000
180,143,001
180,144,001
180,181,000
180,182,000
183,181,001
183,182,001
184,181,000
184,182,000
185,156,001
185,157,001
185,186,000
185,187,000
188,186,001
188,187,001
189,186,000
189,187,000
190,191,00000
191,192,00010
192,174,001
190,174,001
193,174,001
190,193,00000
193,194,00000
194,195,00010
195,174,001
196,197,00000
196,198,00010
198,199,00000
199,197,00010
200,201,00001
201,200,00001
202,203,00000
203,204,00010
204,179,001
202,179,001
205,179,001
202,205,00000
205,206,00000
206,207,00010
207,179,001
208,209,00000
208,210,00010
210,211,00000
211,209,00010
212,213,00001
213,212,00001
214,215,00000
215,216,00010
216,184,001
214,184,001
217,184,001
214,217,00000
217,218,00000
218,219,00010
219,184,001
220,221,00000
220,222,00010
222,223,00000
223,221,00010
224,225,00001
225,224,00001
226,227,00000
227,228,00010
228,189,001
226,189,001
229,189,001
