MG355

节点表
label: 1  2  3  4  5  6  7  8  9  10  11  12  13  14  15  16  17  18  19  20  21  22  23  24  25  26  27  28  29  30  31  32  33  34  35  36  37  38  39  40  41  42  43  44  45  46  47  48  49  50  51  52  53  54  55  56  57  58  59  60  61  62  63  64  65  66  67  68  69  70  71  72  73  74  75  76  77  78  79  80  81  82  83  84  85  86  87  88  89  90  91  92  93  94  95  96  97  98  99  100  101  102  103  104  105  106  107  108  109  110  111  112  113  114
type:  0  0  0  0  0  0  0  0  0  0    0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1

属性表
1,2,000
1,3,000
2,4,000
5,6,01
7,8,000
9,11,000
10,12,000
11,12,01
13,14,000
16,18,000
15,17,000
17,18,01
19,20,000
21,23,000
22,24,000
23,24,01
25,26,000
25,27,000
26,28,000
27,29,000
28,30,000
31,33,000
32,34,000
33,35,000
34,36,000
35,36,000
37,38,000
37,39,000
40,38,000
40,39,000
41,42,000
41,43,000
44,42,000
44,43,000
45,46,000
45,47,000
48,46,000
48,47,000
49,30,0000
49,6,0011
49,11,001
50,11,001
50,51,00010
51,9,0010
51,52,00001
52,53,00010
53,54,00000
54,5,0011
54,2,001
55,2,001
55,56,00011
56,57,00000
57,58,00011
58,1,001
59,1,001
59,6,0011
59,60,00000
60,61,00010
61,62,00001
62,22,0010
62,63,00010
63,24,001
64,24,001
64,29,0000
65,32,0000
65,17,0011
65,12,001
66,12,001
66,67,00010
67,10,0010
67,68,00001
68,69,00010
69,70,00000
70,18,001
71,18,001
71,14,0011
71,72,00011
72,73,00011
73,74,00000
74,75,00011
75,76,00011
76,13,0011
76,17,001
77,17,001
77,78,00000
78,79,00010
79,80,00001
80,21,0010
80,81,00010
81,23,001
82,23,001
82,31,0000
83,7,0011
83,84,00011
84,4,0010
84,2,001
85,2,001
85,86,00010
86,87,00000
87,88,00011
88,89,00000
89,90,00011
90,91,00000
91,92,00010
92,1,001
93,1,001
93,3,0010
93,94,00011
94,20,0011
94,95,00000
95,19,0011
95,96,00011
96,17,001
97,17,001
97,15,0010
97,98,00010
98,99,00000
99,100,00011
100,101,00000
101,102,00011
102,103,00000
103,104,00010
104,16,0010
104,18,001
105,18,001
105,106,00011
106,8,0011
106,83,00000
107,23,0010
102,24,001
108,24,001
108,109,00001
109,23,001
110,23,001
110,107,00001
110,24,0010
111,12,0010
111,11,001
112,11,001
112,113,00001
113,12,001
114,12,001
114,11,0010
114,111,00001
