MG044

节点表
label: 1  2  3  4  5  6  7  8  9  10  11  12  13  14  15  16  17  18  19  20  21  22  23  24  25  26  27  28  29  30  31
type:  0  0  0  0  0  0  0  0  0  0    0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0 

属性表
1,2,000
1,3,000
2,4,000
3,4,000
5,6,000
5,7,000
6,8,000
7,8,000
9,10,000
9,11,000
10,12,000
11,12,000
13,14,000
13,15,000
14,16,000
15,16,000
2,15,01
11,14,01
3,6,01
7,10,01
4,16,01
4,8,01
12,16,01
12,8,01
17,18,000
17,19,000
18,20,000
19,20,000 
21,22,000
21,23,000
22,24,000
23,24,000
25,26,000
25,27,000
26,28,000
27,28,000
29,30,000
29,31,000
30,32,000
31,32,000
18,4,01
18,22,01
19,4,01
19,31,01
20,24,01
20,32,01
28,32,01
28,24,01
22,8,01
23,8,01
23,26,01
26,12,01
27,12,01
27,30,01
30,16,01
31,16,01
