
节点表：
label:1  2  3  4  5  6  7  8  9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63
type: 0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0 
label:64 65 66 67 68 69 70 71 72 73 74 75 76 77 78 79 80 81 82 83 84 85 86 87 88 89 90 91 92 93 94 95 96 97 98 99 100 101 102 103 104 105 106 107 108 109 110 111 112 113 114 115 116 117 118 119
type: 0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0   0    0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   
label：120 121 122 123 124 125 126 127 128 129 130 131 132 133 134 135 136 137 138 139 140 141 142 143 144 145 146 147 148 149 150 151 152 153 154 155 156 157 158 159 160 161 162 163 164 165 166
type:   0  0   0   0    0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
label：167 168 169 170 171 172 173 174 175 176 177 178 179 180 181 182 183 184 185 186 187 188 189 190 191 192 193 194 195 196 197 198 199 200 201 202 203 204 205 206 207 208 209 210 211 212 213
type:   0  0   0   0    0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
label：214 215 216 217 218 219 220 221 222 223 224 225 226 227 228 229 230 231 232 233 234 235 236 237 238 239 240 241 242 243 244 245 246 247 248 249 250 251 252 253 254 255 256 257 258 259 260
type:   0  0   0   0    0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1
label：261 262 263 264 265 266 267 268 269 270 271 272 273 274 275 276 277 278 279 280 281 282 283 284 285 286 287 288 289 290 291 292 293 294 295 
type:   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1  

属性表：

1,2,000
1,3,000
2,4,000
5,6,000
5,7,000
8,6,000
8,7,000
3,9,000
4,10,000
10,18,000
11,12,000
12,15,000
13,14,000
14,15,000
16,17,000
17,31,000
18,19,000
20,21,000
21,22,000
23,30,000
24,25,000
24,29,000
26,27,000
27,28,000
30,44,000
32,33,000
33,34,000
35,36,000
36,43,000
37,38,000
38,39,000
40,41,000
41,42,000
43,51,000
44,53,000
45,46,000
45,47,000
46,48,000
49,50,000
52,55,000
54,56,000
55,57,000
56,59,000
58,62,000
60,61,000
61,72,000
62,63,000
64,65,000
65,99,000
66,67,000
66,71,000
68,69,000
70,71,000
73,74,000
74,136,000
75,80,000
76,77,000
78,79,000
79,80,000
81,82,000
81,156,000
83,84,000
84,85,000
86,87,000
87,88,000
89,90,000
90,189,000
91,92,000
92,125,000
93,98,000
93,94,000
95,96,000
97,98,000
99,100,000
101,102,000
102,103,000
104,105,000
105,106,000
107,108,000
108,109,000
110,111,000
111,112,000
113,114,000
114,115,000
115,116,000
116,117,000
117,118,000
119,120,000
120,121,000
122,123,000
123,124,000
126,127,000
127,128,000
129,130,000
130,131,000
132,133,000
133,134,000
134,135,000
135,132,000
136,137,000
138,139,000
139,140,000
141,142,000
142,143,000
144,145,000
144,149,000
148,147,000
147,146,000
150,151,000
150,155,000
152,153,000
154,155,000
152,153,000
154,155,000
156,157,000
158,159,000
159,160,000
161,162,000
162,163,000
164,165,000
165,166,000
166,167,000
167,169,000
169,168,000
170,171,000
170,173,000
172,171,000
172,173,000
174,179,000
179,178,000
177,176,000
176,175,000
180,236,000
181,182,000
182,208,000
183,188,000
184,185,000
185,186,000
187,238,000
189,190,000
191,192,000
192,193,000
194,195,000
195,202,000
196,197,000
198,199,000
199,200,000
201,196,000
203,220,000
204,221,000
205,206,000
206,207,000
207,222,000
208,209,000
210,211,000
211,212,000
213,214,000
214,215,000
216,217,000
217,218,000
218,219,000
219,220,000
223,224,000
223,226,000
225,224,000
225,226,000
227,228,000
228,229,000
230,231,000
231,232,000
233,236,000
234,235,000
235,237,000
239,59,0001
239,44,001
240,46,001
240,53,0010
240,241,00010
240,48,0010
241,49,0011
241,54,0011
241,46,001
242,44,001
242,243,00000
243,30,001
244,15,001
244,12,001
245,10,001
245,4,001
246,8,001
246,247,00010
247,8,001
248,4,001
248,249,00010
247,8,001
248,4,001
248,249,00010
249,250,00010
250,251,00010
251,18,001
252,24,001
252,25,0010
252,19,0010
252,253,00010
253,20,0011
253,26,0011
253,254,00010
254,27,001
255,21,001
255,256,00010
256,21,001
257,258,00000
257,27,001
258,27,001
259,260,00010
260,21,001
261,27,001
261,262,00010
262,22,0011
262,28,0011
262,263,00010
263,23,0010
263,29,0010
263,24,001
264,18,001
264,10,001
265,12,001
265,15,001
266,30,001
266,267,00011
